CUST_ID,BALANCE,BALANCE_FREQUENCY,ONEOFF_PURCHASES,CREDIT_LIMIT,PAYMENTS,PRC_FULL_PAYMENT,TENURE,AVG_PURCHASE_VALUE,AVG_CASH_ADVANCE_VALUE,PURCHASE_ENGAGEMENT,INSTALLMENT_PURCHASES_ENGAGEMENT,PAYMENT_RATIO
10001,-1.0993073404274192,-1.6363639289685876,-0.5780146295459797,-0.7835036637427956,-0.9021137039267922,0.0,0.0,0.07636843470652975,0.0,-0.470822298761302,-0.1513996811522846,-0.16390998625479816
10002,0.4692285228196929,-0.8181819644842938,-0.5780146295459797,0.6045036099793181,0.9784316442928155,1.5555555555555556,0.0,-2.0665978948941213,1.339310562392529,-1.0247956756180427,-0.5285119672411803,0.35686818510969354
10003,0.3789923934123257,0.0,0.46764968396359996,0.6537305388121266,-0.2002778958180919,0.0,0.0,0.23923551299572834,0.0,0.2785308855406154,-0.5285119672411803,-0.32156975401361815
10004,0.23311509235057698,-3.2727278579371752,0.5716265745918244,0.6537305388121266,-4.2237788007113695,0.0,0.0,1.9666701463229714,0.9669233869450233,-0.07732351978377303,-0.5285119672411803,-0.8496859388803079
10005,-0.02420849179706095,0.0,-0.13263234540343777,-0.6535161654526783,-0.14621539877276438,0.0,0.0,-0.5040702764589509,0.0,-0.85877982415015,-0.5285119672411803,0.16776163179621262
10006,0.26290274262111724,0.0,-0.5780146295459797,-0.36437073932948094,0.3064098294047027,0.0,0.0,0.7581698861735755,0.0,0.3058180671987589,0.6170609649464438,-0.49828425466595655
10007,-0.11997672358797863,0.0,0.7997872275890044,1.0731380652906393,1.2518826801521499,7.0000069886515774,0.0,0.5346712983320899,0.0,0.7125162984063882,0.5960871833350588,1.8323541224406734
10008,0.2656534232102281,0.0,-0.5780146295459797,-0.189535653692428,-0.145543545636321,0.0,0.0,-0.06997092921246888,0.0,0.1665728135397485,0.5177272042399266,-0.21916510162760003
10009,0.05385182341961236,0.0,0.44316005790359375,0.6045036099793181,-0.13712907099942032,0.0,0.0,0.7764106152982186,0.0,0.08489401759786307,0.1480284324240649,0.04339483940943476
10010,-0.6303363972952599,-4.090909822421469,0.5470127891265348,0.9270068919333687,0.19145395220042188,0.0,0.0,1.2752885673486574,0.0,0.02714209901427582,-0.5285119672411803,1.0932090384444382
10011,0.14139302384911132,0.0,-0.5780146295459797,-0.6535161654526783,0.14615397561831878,0.0,0.0,0.33385220710155394,0.0,0.3125843636211717,0.6459520184549243,-0.5396061356746846
10012,-0.11794793446864428,-1.6363639289685876,0.5709102069727463,-0.2892243699635021,-0.12159345778235695,0.0,0.0,0.9778386204256732,0.0,0.1360039011669043,-0.5285119672411803,0.4620806917725129
10013,0.19908689200712587,0.0,0.6520058929319548,0.0,-0.21428586150174175,1.7500017471628944,0.0,0.5952141538616629,0.0,0.5577460903149628,0.5883183794905757,-0.2312222485999767
10014,0.019035798454843097,0.0,0.37187476043911627,0.6537305388121266,0.4112801724447972,0.583331586170439,0.0,0.3719224197660323,0.0,0.4213180486865164,0.7038359640861638,0.7042790576583154
10015,0.4171359717291271,0.0,-0.5780146295459797,0.0,-0.03880788650872942,0.0,0.0,-2.0665978948941213,1.0612212622996677,-1.0247956756180427,-0.5285119672411803,-0.3932747320396532
10016,0.7460779164562124,0.0,-0.5780146295459797,0.6997799780726678,0.527220592918062,0.0,0.0,0.6875847572123946,1.1528220788722179,0.2866321192659944,0.6231612069811119,-0.3398284240583773
10017,0.3118206272317735,-1.125001274050725,-0.5780146295459797,0.0,-0.48847783942531564,0.0,-4.0,-2.0665978948941213,1.2394099560815255,-1.0247956756180427,-0.5285119672411803,-0.30286492993967645
10018,-1.0976817826741365,-4.909100638205536,-0.5780146295459797,-0.1300586158014263,-0.7574558142264362,1.7500017471628944,0.0,0.24296665706569767,0.0,0.029546576693107198,0.35919491180338337,0.29943867729389456
10019,0.2970413334448575,0.0,0.22653606875693713,1.0462080074914981,0.4353216458186873,0.0,0.0,0.16353594606071015,0.0,0.11570480833791656,0.3817501208124198,0.06804110107619558
10020,0.5093187954173424,0.0,-0.5780146295459797,0.2052335682819983,0.1290128159940848,0.0,0.0,-0.11823998999187964,0.0,0.14897253056159965,0.5022709405830719,-0.7874702138809678
10021,0.3020253227558308,0.0,-0.5780146295459797,-0.2892243699635021,-0.8397590845021157,0.0,0.0,-0.33532685081624314,0.0,-0.08874398899118412,0.2935124106003836,-0.8371764372672988
10022,0.7178720033818242,0.0,0.7872043997247044,0.9430426997704504,0.5531727049478198,0.0,0.0,0.2774853314573589,0.6651962510641958,0.6912001943675121,0.523040141393094,-0.22742717907325252
10023,-0.6806094077382471,-3.2727278579371752,-0.5780146295459797,-0.36437073932948094,0.6326223368810113,0.0,0.0,0.0796891557919356,0.0,0.2890575956933273,0.625291218367911,1.7135718429391464
10024,0.5311029174212601,-1.6363639289685876,0.7028133650896805,0.7838211404798833,1.501933164316941,0.0,0.0,1.127927639553597,1.1644139418607793,0.6121572487112306,0.6056177832957771,0.7099530246773864
10025,0.65604658393899,0.0,-0.5780146295459797,0.49451714612572895,0.31644590871282763,0.0,-1.0,-2.0665978948941213,0.9615378511623837,-1.0247956756180427,-0.5285119672411803,-0.37457302316054947
10026,-0.591103077714832,0.0,-0.5780146295459797,0.0,-0.8618051336479234,0.0,0.0,-0.11695218160371902,0.0,0.14944263656822188,0.5026837795353799,-0.20432676320825455
10027,0.221947750982307,0.0,0.1505666428421012,-0.4051363856923817,0.023506756220199026,0.0,0.0,0.11252760245122187,0.709344767925367,-0.4584669275683458,-0.5285119672411803,-0.35102758197799466
10028,-0.699105468172472,0.0,-0.5780146295459797,-0.7835036637427956,-0.8839676358468799,0.0,0.0,-0.40243894382746015,0.0,0.04433337422858536,0.4103786459465674,-0.22430127950814155
10029,0.7598171263516248,0.0,0.25918588554645594,0.893813048736252,0.3903890183251265,0.0,0.0,0.0840297957111574,0.8971666304049638,0.06401325632616485,0.21901008973613825,-0.32947330913064354
10030,-1.3152554058275678,0.0,-0.5780146295459797,0.5942368274376123,-1.0434713953391814,0.0,0.0,-0.3875325312255429,0.0,-0.2893651724921725,0.11733036220995215,-0.3157792617636027
10031,0.9510151855872065,0.0,0.510103840784122,1.0462080074914981,0.9975308746470486,0.0,0.0,0.07374518203344992,1.045743328486426,0.5464727378224109,0.7815645640321068,-0.21625152750555324
10032,0.1028379944389426,0.0,0.36423853227702235,0.49451714612572895,-0.17671084038011414,0.0,0.0,-0.17364735430756031,0.8138437720320236,0.38729747861773783,0.6510302275614729,0.1138792166745509
10033,0.7379313939127321,0.0,0.3316638681263563,0.893813048736252,0.4350606687280836,0.0,0.0,0.5222976858500292,1.085443409199253,-0.3713438308418123,-0.5285119672411803,-0.44919843856776803
10034,-0.6992035842786736,0.0,0.4371870103583743,-0.6535161654526783,-0.440300394443388,2.100002180042059,0.0,0.181149871266206,0.0,0.22354122278859231,-0.5285119672411803,0.03155494119441295
